timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2018-01-11,70.3700,70.9100,70.0600,70.7000,70.7000,151095,0.0000,1.0000
2018-01-10,70.1000,70.7100,69.8400,70.2700,70.2700,583021,0.0000,1.0000
2018-01-09,70.8700,71.2200,70.0200,70.1250,70.1250,513373,0.0000,1.0000
2018-01-08,71.0900,71.2700,70.0900,70.7600,70.7600,504983,0.0000,1.0000
2018-01-05,70.9200,71.4100,70.4100,71.1700,71.1700,583962,0.0000,1.0000
2018-01-04,68.0900,71.0400,67.9200,70.8500,70.8500,837980,0.0000,1.0000
2018-01-03,68.4600,68.6500,67.5600,67.6300,67.6300,696083,0.0000,1.0000
2018-01-02,68.2900,68.6500,67.3900,68.5600,68.5600,654561,0.0000,1.0000
2017-12-29,67.9900,68.9300,67.5400,67.9900,67.9900,441806,0.0000,1.0000
2017-12-28,67.7400,67.9400,67.0000,67.8700,67.8700,439500,0.0000,1.0000
2017-12-27,68.0400,68.2600,67.3800,67.8200,67.8200,333100,0.0000,1.0000
2017-12-26,68.3000,68.7200,67.5500,67.8400,67.8400,292953,0.0000,1.0000
2017-12-22,69.0000,69.0100,68.2100,68.3100,68.3100,623882,0.0000,1.0000
2017-12-21,68.9500,68.9880,68.5125,68.8300,68.8300,417772,0.0000,1.0000
2017-12-20,67.9900,69.1199,67.9800,68.7600,68.7600,783693,0.0000,1.0000
2017-12-19,67.9600,68.7400,67.3700,67.7800,67.7800,743800,0.0000,1.0000
2017-12-18,67.0700,68.1900,67.0700,67.8300,67.8300,683975,0.0000,1.0000
2017-12-15,66.0900,67.7300,66.0900,66.8800,66.8800,1144107,0.0000,1.0000
2017-12-14,66.0600,66.5900,65.7300,65.8600,65.8600,988529,0.0000,1.0000
2017-12-13,67.6400,67.8600,66.0000,66.0400,66.0400,812995,0.0000,1.0000
2017-12-12,67.3800,67.6000,66.9700,67.3000,67.3000,706300,0.0000,1.0000
2017-12-11,66.9300,67.5800,66.5900,67.1700,67.1700,632892,0.0000,1.0000
2017-12-08,67.1500,67.2974,66.2000,66.5800,66.5800,766484,0.0000,1.0000
2017-12-07,67.5100,68.2300,66.5900,66.9500,66.9500,1216610,0.0000,1.0000
2017-12-06,66.4600,66.5900,64.8800,65.7800,65.7800,1149098,0.0000,1.0000
2017-12-05,67.4600,67.6300,65.8600,66.5000,66.5000,1091656,0.0000,1.0000
2017-12-04,67.3300,68.0400,66.8000,67.3600,67.3600,1276588,0.0000,1.0000
2017-12-01,66.3100,67.0400,65.4600,66.9400,66.9400,855494,0.0000,1.0000
2017-11-30,65.7000,66.6410,65.4300,66.3100,66.3100,898080,0.0000,1.0000
2017-11-29,63.9000,65.5379,63.7600,65.2900,65.2900,1076755,0.0000,1.0000
2017-11-28,63.3800,63.9500,63.2900,63.8600,63.8600,740543,0.0000,1.0000
2017-11-27,63.0400,63.5500,62.7900,63.3600,63.3600,631428,0.0000,1.0000
2017-11-24,63.0200,63.3200,62.6700,63.0500,63.0500,263556,0.0000,1.0000
2017-11-22,62.6800,62.9700,62.2100,62.8200,62.8200,506474,0.0000,1.0000
2017-11-21,62.9300,62.9600,62.1100,62.7500,62.7500,585396,0.0000,1.0000
2017-11-20,62.8100,62.9900,61.2500,62.5000,62.5000,1141681,0.0000,1.0000
2017-11-17,62.6100,63.4500,62.3400,62.7600,62.7600,848829,0.0000,1.0000
2017-11-16,63.1400,64.1400,62.6250,62.6800,62.6800,1201478,0.0000,1.0000
2017-11-15,63.2300,63.5700,62.4700,63.0600,63.0600,956550,0.0000,1.0000
